Length,Width,Height
100.99,52.4,19.5627626931424
95.21,49.4,20.3
101.53,51.47,20.5998347792039
97.87,50.3233319444712,21.72
98.2,48.19,18.8
98.13,48.96,21.2
95.77,49.43,18.54
99.67,50.4933495122947,17.9968791781767
100.85,49.92,18.83
98.25,52.58,18.68
100.59,52.198415412572,20.009631516287
97.85,47.96,21.6
97.76,49.64,19.97
99,52.93,21.45
95.38,49.6542290553031,19.26
103,49.71,20.83
100.24,47.84,19.61
103.85,48.97,19.7
99.53,51.06,21.8981639272816
100.73,50.92,18.75
97.4913538140744,49.01,18.9
101.22,52.38,19.78
94.31,52.03,21.61
95.58,52.5067054853846,19.61
101.33,47.25,20.03
102.63,50.47,20.8221726330933
100.231196092418,51.31,20.53
102.02,50.95,20.51
97.19,52.38,21.57
99.95,49.34,21.07
99.56,52.01,19.99
94.17,49.14,20.49
98.47,47.9247743742603,18.63
98.89,50.86,18.57
100.91,48.33,21.83
100.89,51.61,21.98
102.8,52.86,21.01
96.7,47.42,20.8
101.55,49.2293402914449,20.08
98.9255702107849,47.73,19.48
103.04,52.37,19.67
98.37,48.6999912076936,21.91
102.53,47.28,18.71
98.44,48.09,21.9
97.86,50.95,19.79
97.23,48.1,19.03
98.63,47.7567440707699,21.43
103.63,50.8225937340492,20.95
95.15,49.76,20.61
103.92,48.21,20.77
101.252053043441,50.2024184250746,19.52
97.67,48.38,21.38
94.96,48.5140789443622,21.59
97.31,49.88,20.69
94.18,47.52,21.99
96.23,50.81,19.72
99.35,49.1,19.14
100.28,52.13,20.23
100.41,48.01,21.78
95.57,47.72,20.9
95.78,52,22.4517660259438
99.27,49.93,19.08
98.21,51.32,19.69
103.14,50.57,20.48
100.54,52.62,20.48
100.99,52.57,20.14
97.02,49.76,20.5
99.68,48.56,19.8888274447726
97.82,48.52,21.8691877808718
94.5,47.27,21.67
100.48,47.29,19.9290918660949
101.91,48.3057389017297,19.9695069188234
97.59,49.88,21.29
102.710529931831,49.65,21.85
98.59,47.47,21.15
99.32,48.32,21.39
101.72,48.51,21.31
100.46,51.29,20.6973634949823
99.35,49.99,19.09
103.06,52.5,20.34
95.1,46.672187831428,21.53
96.77,48.25,21.41
97.01,47.74,19.53
99.03,51.86,21.3
100.96,50.2580136999718,21.41
96.68,51.03,20.1
96.9836698145975,48.17,19.97
102.68,52.0330737714784,19.4464424645914
97.56,52.62,21.96
96.82,49.89,21.86
101.04,47.7717483701451,21.4
103.53,52.57,21.81
94.32,51.79,20.67785606521
96.49,47.98,21.76
95.2,48.32,19.3803225952979
101.29,51.52,19.02
94.02,47.94,19.87
100.076900311076,50.75,21.89
96.02,50.02,20.36
97.4786779478517,49.67,18.74
98.55,47.74,20.5767733491841
100.97,48.89,21.39
94.43,50.34,18.54
98.4359065763801,49.29,21.59
94.7532645218949,48.27,21.64
97.48,49.7,20.48
101.428524887354,49.88,21.85
100.604893419022,50.13,20.79
97.04,52.02,20.61
98.09,51.36,21.55
99.59,50.5488824209413,18.51
92.3193175951574,47.19,20.6
98.5844622065157,50.35,19.8775298457771
97.31,49.79,19.12
96.82,48.61,18.86
97.5174103238815,47.13,20.48
97.96,49.39,20.06
101.82,48.38,21.31
101.79,52.42,18.8670025201362
100.34,49.95,20.18
98.7180027935078,51.9,19.97
94.37,52.11,22
101.34,51.17,18.68
96.54,51.81,20.01
97.52,49.6468636029621,20.82
94.5,45.4819878401005,20.28
97.5,50.776501453202,21.02
104.852206617143,49,19.49
100.56,51.73,20.92
95.07,50.03,19.25
98.1162046649567,50.99,18.99
96.78,48.3250065215465,20.36
98.3169159413005,52.8974844661199,21.0676574195161
97.88,51.02,21.97
101.61,52.76,18.9
98.04,48.4287710363961,20.22
100.28,48.93,21.43
102.52,52.15,18.6
96.37,52.25,19.7
98.19,51.7,20.26
102.67,47.83,21.38
96.5846296900123,49.13,20.47
97.56,51.89,19.11
97.59,49.8,19.02
102.93,48.29,18.98
101.273056211084,49.47,20.08
101.55,49.2462239481825,19.83
101.13,49.18,19.74
96.11,52.46,21.38
97.6004181068395,49.3638345881368,20.1671006517049
100.44,52.45,19.72
99.14,51.04,21.36
98.34,49.03,19.3
101.24,49.03,20.96
98.37,52.12,19.68
94.16,48.39,21.6
102.35,51.24,19.7996204608743
