Length,Width,Height
95.21,49.4,20.3
101.53,51.47,20.5776762679954
97.87,51.733598443095,21.72
98.2,48.19,18.8
98.13,48.96,21.2
95.77,49.43,18.54
99.67,52.1761228020322,21.1816152870874
100.85,49.92,18.83
98.25,52.58,18.68
100.59,52.988776080382,20.0002321295229
97.85,47.96,21.6
97.76,49.64,19.97
99,52.93,21.45
95.38,50.1314994470882,19.26
103,49.71,20.83
100.24,47.84,19.61
103.85,48.97,19.7
99.53,51.06,19.4173909413796
100.73,50.92,18.75
100.170979083775,49.01,18.9
101.22,52.38,19.78
94.31,52.03,21.61
95.58,50.1598384666789,19.61
101.33,47.25,20.03
102.63,50.47,21.1478902049482
96.6384194363815,51.31,20.53
102.02,50.95,20.51
97.19,52.38,21.57
99.95,49.34,21.07
99.56,52.01,19.99
94.17,49.14,20.49
98.47,50.362885152547,18.63
98.89,50.86,18.57
100.91,48.33,21.83
100.89,51.61,21.98
102.8,52.86,21.01
96.7,47.42,20.8
101.55,49.7369078148636,20.08
100.463142231922,47.73,19.48
103.04,52.37,19.67
98.37,48.8118409826874,21.91
102.53,47.28,18.71
98.44,48.09,21.9
97.86,50.95,19.79
97.23,48.1,19.03
98.63,47.1961068338054,21.43
103.63,50.9774540701147,20.95
95.15,49.76,20.61
103.92,48.21,20.77
100.987310806107,52.6134468284767,19.52
97.67,48.38,21.38
94.96,53.3696128923015,21.59
97.31,49.88,20.69
94.18,47.52,21.99
96.23,50.81,19.72
99.35,49.1,19.14
100.28,52.13,20.23
100.41,48.01,21.78
95.57,47.72,20.9
95.78,52,22.1434666745414
99.27,49.93,19.08
98.21,51.32,19.69
103.14,50.57,20.48
100.54,52.62,20.48
100.99,52.57,20.14
97.02,49.76,20.5
99.68,48.56,21.8174853442431
97.82,48.52,19.4930499092163
94.5,47.27,21.67
100.48,47.29,20.1937999417906
101.91,48.8472244189193,19.559357784012
97.59,49.88,21.29
102.447251876275,49.65,21.85
98.59,47.47,21.15
99.32,48.32,21.39
101.72,48.51,21.31
100.46,51.29,20.5652093046102
99.35,49.99,19.09
103.06,52.5,20.34
95.1,48.3661764230642,21.53
96.77,48.25,21.41
97.01,47.74,19.53
99.03,51.86,21.3
100.96,50.7300417514907,21.41
96.68,51.03,20.1
98.0724743523867,48.17,19.97
102.68,51.6672327955024,19.1853919511727
97.56,52.62,21.96
96.82,49.89,21.86
101.04,46.0878403087913,21.4
103.53,52.57,21.81
94.32,51.79,20.9168604089789
96.49,47.98,21.76
95.2,48.32,22.3138177523027
101.29,51.52,19.02
94.02,47.94,19.87
96.8400295853694,50.75,21.89
96.02,50.02,20.36
97.8356158677087,49.67,18.74
98.55,47.74,20.7122023866773
100.97,48.89,21.39
94.43,50.34,18.54
93.4828040870024,49.29,21.59
100.762975245416,48.27,21.64
97.48,49.7,20.48
96.2013835848274,49.88,21.85
95.8678553601247,50.13,20.79
97.04,52.02,20.61
98.09,51.36,21.55
99.59,49.5997081949162,18.51
99.0346538331471,47.19,20.6
105.121248453334,50.35,20.9241938539267
97.31,49.79,19.12
96.82,48.61,18.86
99.9202122059391,47.13,20.48
97.96,49.39,20.06
101.82,48.38,21.31
101.79,52.42,20.024344585757
100.34,49.95,20.18
96.7807174665539,51.9,19.97
94.37,52.11,22
101.34,51.17,18.68
96.54,51.81,20.01
97.52,52.5357213523528,20.82
94.5,50.3764436291625,20.28
97.5,46.7292344351687,21.02
92.8422893912082,49,19.49
100.56,51.73,20.92
95.07,50.03,19.25
100.725737404514,50.99,18.99
96.78,47.9626827566414,20.36
102.824833989856,50.7272583945178,20.9039899320385
97.88,51.02,21.97
101.61,52.76,18.9
98.04,53.2453159415332,20.22
100.28,48.93,21.43
102.52,52.15,18.6
96.37,52.25,19.7
98.19,51.7,20.26
102.67,47.83,21.38
103.071364427521,49.13,20.47
97.56,51.89,19.11
97.59,49.8,19.02
102.93,48.29,18.98
97.3244158346434,49.47,20.08
101.55,54.3941613582113,19.83
101.13,49.18,19.74
96.11,52.46,21.38
96.7888180122689,48.9729944912558,20.8157569189544
100.44,52.45,19.72
99.14,51.04,21.36
98.34,49.03,19.3
101.24,49.03,20.96
98.37,52.12,19.68
94.16,48.39,21.6
102.35,51.24,17.9815542708754
