Length,Width,Height
100.99,52.4,19.9822305912079
95.21,49.4,20.3
101.53,51.47,21.5143408884975
97.87,49.6139311363521,21.72
98.2,48.19,18.8
98.13,48.96,21.2
95.77,49.43,18.54
99.67,50.7844308103496,21.7126485153516
100.85,49.92,18.83
98.25,52.58,18.68
100.59,49.6024445406197,20.4972643008861
97.85,47.96,21.6
97.76,49.64,19.97
99,52.93,21.45
95.38,54.0413910858383,19.26
103,49.71,20.83
100.24,47.84,19.61
103.85,48.97,19.7
99.53,51.06,20.1616817271896
100.73,50.92,18.75
99.109863708753,49.01,18.9
101.22,52.38,19.78
94.31,52.03,21.61
95.58,47.2430339708018,19.61
101.33,47.25,20.03
102.63,50.47,20.1189103336965
96.9739134018509,51.31,20.53
102.02,50.95,20.51
97.19,52.38,21.57
99.95,49.34,21.07
99.56,52.01,19.99
94.17,49.14,20.49
98.47,54.0561147124406,18.63
98.89,50.86,18.57
100.91,48.33,21.83
100.89,51.61,21.98
102.8,52.86,21.01
96.7,47.42,20.8
101.55,50.258158896539,20.08
100.332408587771,47.73,19.48
103.04,52.37,19.67
98.37,49.8964239687387,21.91
102.53,47.28,18.71
98.44,48.09,21.9
97.86,50.95,19.79
97.23,48.1,19.03
98.63,46.6517511276833,21.43
103.63,48.4583146116668,20.95
95.15,49.76,20.61
103.92,48.21,20.77
102.597460602518,50.8049238468067,19.52
97.67,48.38,21.38
94.96,47.2177545986691,21.59
97.31,49.88,20.69
94.18,47.52,21.99
96.23,50.81,19.72
99.35,49.1,19.14
100.28,52.13,20.23
100.41,48.01,21.78
95.57,47.72,20.9
95.78,52,21.0726236188412
99.27,49.93,19.08
98.21,51.32,19.69
103.14,50.57,20.48
100.54,52.62,20.48
100.99,52.57,20.14
97.02,49.76,20.5
99.68,48.56,21.6423132804062
97.82,48.52,19.7944647361873
94.5,47.27,21.67
100.48,47.29,21.1606236676885
101.91,48.7759665631198,22.7885125929687
97.59,49.88,21.29
100.378977213308,49.65,21.85
98.59,47.47,21.15
99.32,48.32,21.39
101.72,48.51,21.31
100.46,51.29,19.7147853501634
99.35,49.99,19.09
103.06,52.5,20.34
95.1,47.4520404754074,21.53
96.77,48.25,21.41
97.01,47.74,19.53
99.03,51.86,21.3
100.96,50.5754299950646,21.41
96.68,51.03,20.1
101.221472753093,48.17,19.97
102.68,48.9081180930667,20.9200447544929
97.56,52.62,21.96
96.82,49.89,21.86
101.04,50.6469027765117,21.4
103.53,52.57,21.81
94.32,51.79,19.3359886884324
96.49,47.98,21.76
95.2,48.32,20.4045868197079
101.29,51.52,19.02
94.02,47.94,19.87
98.6438750701351,50.75,21.89
96.02,50.02,20.36
98.3059736430661,49.67,18.74
98.55,47.74,19.7559983661292
100.97,48.89,21.39
94.43,50.34,18.54
99.2193539242184,49.29,21.59
100.122184686204,48.27,21.64
97.48,49.7,20.48
101.848430352683,49.88,21.85
93.1980099911421,50.13,20.79
97.04,52.02,20.61
98.09,51.36,21.55
99.59,49.6635324884683,18.51
98.3904201914596,47.19,20.6
99.6672930715407,50.35,21.7025869828122
97.31,49.79,19.12
96.82,48.61,18.86
104.877901327606,47.13,20.48
97.96,49.39,20.06
101.82,48.38,21.31
101.79,52.42,22.0292955003392
100.34,49.95,20.18
99.2549298293769,51.9,19.97
94.37,52.11,22
101.34,51.17,18.68
96.54,51.81,20.01
97.52,47.1841672073298,20.82
94.5,50.7794909741493,20.28
97.5,50.508080749927,21.02
95.0313718394452,49,19.49
100.56,51.73,20.92
95.07,50.03,19.25
95.4841319156997,50.99,18.99
96.78,47.0396129354269,20.36
101.769914350785,47.7733482870784,18.9719570898103
97.88,51.02,21.97
101.61,52.76,18.9
98.04,49.5785755638044,20.22
100.28,48.93,21.43
102.52,52.15,18.6
96.37,52.25,19.7
98.19,51.7,20.26
102.67,47.83,21.38
99.3599046257898,49.13,20.47
97.56,51.89,19.11
97.59,49.8,19.02
102.93,48.29,18.98
101.163032783923,49.47,20.08
101.55,50.2403845655248,19.83
101.13,49.18,19.74
96.11,52.46,21.38
95.0803264320846,51.6811132766267,19.308308339097
100.44,52.45,19.72
99.14,51.04,21.36
98.34,49.03,19.3
101.24,49.03,20.96
98.37,52.12,19.68
94.16,48.39,21.6
102.35,51.24,20.4321560902376
