Length,Width,Height
100.99,52.4,21.2828921089723
95.21,49.4,20.3
101.53,51.47,22.9032081892784
97.87,52.0162108017069,21.72
98.2,48.19,18.8
98.13,48.96,21.2
95.77,49.43,18.54
99.67,49.5448421739366,20.1088404160363
100.85,49.92,18.83
98.25,52.58,18.68
100.59,50.4070364786547,20.6887719064961
97.85,47.96,21.6
97.76,49.64,19.97
99,52.93,21.45
95.38,48.4927419954522,19.26
103,49.71,20.83
100.24,47.84,19.61
103.85,48.97,19.7
99.53,51.06,16.959272917608
100.73,50.92,18.75
99.2123310752724,49.01,18.9
101.22,52.38,19.78
94.31,52.03,21.61
95.58,51.4401320230135,19.61
101.33,47.25,20.03
102.63,50.47,20.7368538175618
93.3942781322171,51.31,20.53
102.02,50.95,20.51
97.19,52.38,21.57
99.95,49.34,21.07
99.56,52.01,19.99
94.17,49.14,20.49
98.47,49.1031737292003,18.63
98.89,50.86,18.57
100.91,48.33,21.83
100.89,51.61,21.98
102.8,52.86,21.01
96.7,47.42,20.8
101.55,52.2288873827045,20.08
99.2234377932265,47.73,19.48
103.04,52.37,19.67
98.37,51.0007568904479,21.91
102.53,47.28,18.71
98.44,48.09,21.9
97.86,50.95,19.79
97.23,48.1,19.03
98.63,51.073058853432,21.43
103.63,47.07023411379,20.95
95.15,49.76,20.61
103.92,48.21,20.77
97.783643371577,50.4929069128593,19.52
97.67,48.38,21.38
94.96,49.187281240683,21.59
97.31,49.88,20.69
94.18,47.52,21.99
96.23,50.81,19.72
99.35,49.1,19.14
100.28,52.13,20.23
100.41,48.01,21.78
95.57,47.72,20.9
95.78,52,20.1739752599548
99.27,49.93,19.08
98.21,51.32,19.69
103.14,50.57,20.48
100.54,52.62,20.48
100.99,52.57,20.14
97.02,49.76,20.5
99.68,48.56,19.7025397804584
97.82,48.52,20.4260201860388
94.5,47.27,21.67
100.48,47.29,19.5583813450609
101.91,45.574647519777,20.9470598787217
97.59,49.88,21.29
102.451827671122,49.65,21.85
98.59,47.47,21.15
99.32,48.32,21.39
101.72,48.51,21.31
100.46,51.29,20.5747651905674
99.35,49.99,19.09
103.06,52.5,20.34
95.1,49.8977534713476,21.53
96.77,48.25,21.41
97.01,47.74,19.53
99.03,51.86,21.3
100.96,47.4558109675819,21.41
96.68,51.03,20.1
96.8902821904032,48.17,19.97
102.68,49.2744221740523,19.2301360075746
97.56,52.62,21.96
96.82,49.89,21.86
101.04,51.0239828580367,21.4
103.53,52.57,21.81
94.32,51.79,20.1880935895182
96.49,47.98,21.76
95.2,48.32,19.4627390522724
101.29,51.52,19.02
94.02,47.94,19.87
99.2995824152052,50.75,21.89
96.02,50.02,20.36
98.2671783151258,49.67,18.74
98.55,47.74,19.9474496715202
100.97,48.89,21.39
94.43,50.34,18.54
101.112115750537,49.29,21.59
101.034441951669,48.27,21.64
97.48,49.7,20.48
96.2689448204667,49.88,21.85
99.5580786487657,50.13,20.79
97.04,52.02,20.61
98.09,51.36,21.55
99.59,47.6734327327566,18.51
99.4500303926807,47.19,20.6
102.693807580298,50.35,19.9997390583443
97.31,49.79,19.12
96.82,48.61,18.86
98.8917386420649,47.13,20.48
97.96,49.39,20.06
101.82,48.38,21.31
101.79,52.42,20.7762663254346
100.34,49.95,20.18
104.480197441464,51.9,19.97
94.37,52.11,22
101.34,51.17,18.68
96.54,51.81,20.01
97.52,52.1106589137443,20.82
94.5,50.7320821984823,20.28
97.5,47.8548280934285,21.02
94.487244707601,49,19.49
100.56,51.73,20.92
95.07,50.03,19.25
99.7634326140304,50.99,18.99
96.78,46.8543791803734,20.36
99.2256772344963,52.6559135559188,19.1623367765797
97.88,51.02,21.97
101.61,52.76,18.9
98.04,50.4959372371422,20.22
100.28,48.93,21.43
102.52,52.15,18.6
96.37,52.25,19.7
98.19,51.7,20.26
102.67,47.83,21.38
102.914700179098,49.13,20.47
97.56,51.89,19.11
97.59,49.8,19.02
102.93,48.29,18.98
97.9626167403077,49.47,20.08
101.55,51.3832845018708,19.83
101.13,49.18,19.74
96.11,52.46,21.38
103.663783902504,50.1764428744234,19.0661766623229
100.44,52.45,19.72
99.14,51.04,21.36
98.34,49.03,19.3
101.24,49.03,20.96
98.37,52.12,19.68
94.16,48.39,21.6
102.35,51.24,18.76768389889
